Year,Farmers Market,Borough ,Address,Community District,Latitude,Longitude,Days of Operation,Hours of Operations,Season Dates,Accepts EBT,Open Year-Round ,Stellar Cooking Deomonstrations,Food Activities for Kids,,,
2016,Staten Island Mall Greenmarket,Staten Island,Marsh Ave & Ring Rd,502,40.583867,-74.159757,Saturday,8am-3pm,6/4/2016-11/19/2016,Yes,No,No,No,,,
2017,170 Farm Stand,Bronx,170th St and Townsend Ave,204,40.840095,-73.916827,Wednesday,2:30pm-6:30pm,7/5/2017-11/22/2017,Yes,No,No,Yes,,,
2017,Bissel Gardens Farmers' Market,Bronx,Baychester Ave & E 241st St ,212,40.90152793,-73.84693885,Wednesday & Saturday,9am-5pm,7/9/2016-11/19/2016,Yes,No,No,No,,,
2017,Bronx Borough Hall Greenmarket,Bronx,Grand Concourse bet. 161st St. & 162nd St.,204,40.82772964,-73.92223437,Tuesday ,8am-4pm,6/6/2017 -11/28/2017 ,Yes,No,Yes,No,,,
2017,Fordham Plaza Greenmarket ,Bronx,Fordham Plaza - Park Ave. btw 189th St. and E Fordham Rd. ,206,40.860343,-73.891224,Wednesday,8am-4pm,6/7/2017-12/20/2017,Yes,No,Yes,No,,,
2017,Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand,Bronx,Orloff Ave & Gale Pl ,208,40.88268166,-73.89010772,Wednesday,2pm-7pm,7/12/2017-11/1/2017,Yes,No,No,No,,,
2017,Harvest Home Co-op City Farmers' Market,Bronx,Asch Loop & Aldrich St.,210,40.87278628,-73.82615613,Wednesday,8am-4pm,7/5/2017-11/22/2017,Yes,No,No,No,,,
2017,Harvest Home Hunts Point Market,Bronx,E 163rd St & Hunts Point Ave,210,40.82099409,-73.89161474,Wednesday,8am-4pm,7/14/2017-11/22/2017,Yes,No,No,No,,,
2017,Harvest Home Jacobi Hospital Farmers' Market,Bronx,1400 Pelham Pkwy at Eastchester Rd,211,40.8574346,-73.84708009,Tuesday & Friday,8am-4pm,6/6/2017-11/24/2017,Yes,No,No,No,,,
2017,Harvest Home Mt. Eden Farmers' Market,Bronx,Mt. Eden & Morris Aves,204,40.84276419,-73.9095888,Tuesday & Thursday,8am-4pm,6/9/2017-11/23/2017,Yes,No,No,No,,,
2017,Harvest Home North Central Bronx Farmers' Market,Bronx,Mosholu Pkwy & Jerome Ave,207,40.87887971,-73.88567667,Wednesday,8am-4pm,7/14/2017-11/23/2017,Yes,No,No,No,,,
2017,Harvest Home Soundview Farmers' Market,Bronx,Morrison Ave & Harrod Pl,209,40.82905437,-73.87443772,Saturday,8am-4pm,6/17/2017-11/18/2017,Yes,No,No,No,,,
2017,Harvest Home St. Mary's Park Market,Bronx,149th St & St. Ann's Ave,201,40.81427663,-73.91295475,Thursday,8am-4pm,7/6/2017-11/23/2017,Yes,No,No,No,,,
2017,Kingsbridge-Riverdale Farmers' Market ,Bronx,260 W 231st St,208,40.879974,-73.907356,Sunday,9am-5pm,6/11/2017-11/26/2017,No,No,No,No,,,
2017,La Familia Verde Farmers' Market,Bronx,E Tremont Ave bet LaFontaine & Arthur Aves,206,40.84649501,-73.8943382,Tuesday,8am-3pm,7/11/2017-11/14/2017,Yes,No,Yes,No,,,
2017,"Learn It, Grow It, Eat It Youthmarket",Bronx,McKinley Sq at 169th St & Boston Rd,203,40.83115177,-73.90016595,Wednesday,10am-3pm,7/5/2017-11/22/2017,Yes,No,No,No,,,
2017,Lincoln Hospital Greenmarket,Bronx,149th St. between Park Ave. & Morris Ave.,201,40.81739612,-73.92275947,Tuesday & Friday,8am-3pm,6/30/2017-11/21/2017,Yes,No,No,No,,,
2017,Mott Haven Farmers' Market ,Bronx,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",201,40.80751388,-73.91701657,Monday,10am-4pm,7/10/2017-11/13/2017,Yes,No,Yes,No,,,
2017,Norwood Youthmarket,Bronx,E Gun Hill Rd & Dekalb Ave,207,40.88222844,-73.88045976,Thursday,12pm-7pm,7/6/2017-11/16/2017,Yes,No,No,No,,,
2017,Parkchester Greenmarket,Bronx,Westchester Ave. & White Plains Rd.,209,40.83305633,-73.86254119,Friday,8am-4pm,6/16/2017-11/17/2017,Yes,No,Yes,No,,,
2017,Poe Park Greenmarket,Bronx,E. 192 St. & Grand Concourse,207,40.864381,-73.895027,Tuesday,8am-3pm,6/20/2017-11/28/2017 ,Yes,No,Yes,No,,,
2017,Riverdale Y Sunday Farmers' Market,Bronx,"MS/HS 141, Independence Ave bet 236th & 237th Sts",208,40.887714,-73.913255,Sunday,9am-2pm,4/23/2017-12/3/2017,No,No,No,No,,,
2017,Riverdale Youthmarket ,Bronx,256th St & Mosholu Ave,208,40.90387505,-73.90311352,Thursday,1pm-7pm,7/6/2017-10/26/2017,Yes,No,No,No,,,
2017,South Bronx Farmers' Market,Bronx,138th St bet Willis & Alexander Aves,201,40.81006105,-73.92514495,Wednesday & Saturday,10am-4pm,6/17/2017-11/22/2017,Yes,No,Yes,Yes,,,
2017,Taqwa Community Farmers' Market,Bronx,90 West 164th St bet Ogden & Nelson Aves Ogden Aves,204,40.83292449,-73.92938696,Saturday ,10am-4pm,7/8/2017-10/28/2017,Yes,No,No,No,,,
2017,Bartel-Pritchard Square Greenmarket,Brooklyn,Prospect Park W and 15th St.,306,40.869727,-73.857372,Wednesday,1pm-6pm,6/15/2017-11/15/2017,Yes,No,No,No,,,
2017,Bay Ridge Greenmarket,Brooklyn,95 St & 3 Ave.,310,40.66096396,-73.98020639,Wednesday & Sunday ,8am-3pm,"Year-round on Wednesdays;
Sunday 5/7/2017-12/17/2017",Yes,Yes,No,No,,,
2017,Bensonhurst Greenmarket,Brooklyn,81 St. & 18 Ave.,311,40.61728571,-74.03358994,Saturday,8am-3pm,5/13/2017-11/18/2017,Yes,No,No,No,,,
2017,Borough Park Greenmarket,Brooklyn,14 Ave. between 49 St. & 50 St.,312,40.60966683,-73.99975579,Sunday,9am-4pm,6/4/2017-11/19/2017,Yes,No,Yes,No,,,
2017,Brooklyn Borough Hall Greenmarket,Brooklyn,Court St. and Montague St.,302,40.63370403,-73.98991701,Thursday,8am-3pm,7/6/2017-11/212017,Yes,No,No,No,,,
2017,Brooklyn Museum Farm Stand,Brooklyn,200 Eastern Parkway  ,255,40.69372964,-73.99045606,"Tuesday, Thursday & Saturday ",8am-5pm,Year-round,Yes,Yes,No,No,,,
2017,Brownsville Pitkin Avenue Youthmarket,Brooklyn,Pitkin Ave & Thomas Boyland St,316,40.67190876,-73.96337171,Thursday,1pm-6pm,6/15/2017-11/15/2017,Yes,No,No,No,,,
2017,Brownsville Rockaway Youthmarket,Brooklyn,Rockaway & Livonia Aves,316,40.66927183,-73.91355493,Saturday ,9am-2pm,7/8/2017-11/18/2017,Yes,No,No,No,,,
2017,Carroll Gardens Greenmarket,Brooklyn,Carroll St. between Smith and Court St.,306,40.66256275,-73.90892112,Friday,11am-4pm,7/7/2017-11/17/2017,Yes,No,No,No,,,
2017,Cortelyou Greenmarket,Brooklyn,Cortelyou Rd. and Rugby Rd.,314,40.68054952,-73.99465464,Sunday,8am-2pm,Year-round,Yes,Yes,No,No,,,
2017,Cypress Hills Youthmarket,Brooklyn,Fulton & Richmond Sts,305,40.64083294,-73.9653021,Sunday,8am-3pm,Year-round,Yes,Yes,No,No,,,
2017,DUMBO Down to Earth Farmers' Market,Brooklyn,Pearl & Water Sts,302,40.68204661,-73.87786931,Friday,10am-5pm,7/7/2017-11/17/2017,Yes,No,No,No,,,
2017,East New York Farm Stand,Brooklyn,New Lots Ave bet Alabama & Georgia Aves,305,40.70313843,-73.98759106,Wednesday,11am-7pm,6/7/2017-11/15/2017,Yes,No,No,No,,,
2017,East New York Farmers' Market ,Brooklyn,Schenck Ave bet New Lots & Livonia Aves,305,40.6611343,-73.89469308,Wednesday,3:30pm-6:30pm,7/5/2017-10/25/2017,Yes,No,No,No,,,
2017,Edible Schoolyard NYC's Farm Stand at PS 216 - May-June & Sept-Nov only,Brooklyn,Avenue X & East 1st St,315,40.6658587,-73.8866906,Saturday ,9am-3pm,6/24/2017-11/25/2017,Yes,No,Yes,No,,,
2017,Flatbush Junction Youthmarket,Brooklyn,Nostrand & Flatbush Aves by subway entrance,314,40.5906565,-73.96929957,Friday,1:45pm-2:45pm,5/5-6/23; 9/8-11/17,Yes,No,No,No,,,
2017,Fort Greene Park Greenmarket,Brooklyn,Washington Park between Dekalb Ave. & Willoughby St.,302,40.63289384,-73.94769921,Saturday,8:30am-2pm,7/8/2017-11/18/2017,Yes,No,No,No,,,
2017,Graham Avenue Farmers' Market,Brooklyn,Cook St & Graham Ave,301,40.69171508,-73.97354058,Saturday,8am-3pm,Year-round,Yes,Yes,No,No,,,
2017,Grand Army Plaza Greenmarket,Brooklyn,"Northwest entrance to Prospect Park, at Flatbush Ave. and Prospect Park W",355,40.7023534,-73.94238272,Saturday,8am-5:30pm,7/8/2017-10/28/2017,Yes,No,Yes,No,,,
2017,Harvest Home Cityline Farmers' Market,Brooklyn,Drew St bet 101 & Liberty Aves,305,40.67242371,-73.9701927,Saturday,8am-4pm,Year-round,Yes,Yes,No,No,,,
2017,Harvest Home Clinton Hill Farmers' Market,Brooklyn,Lafayette Ave & Waverly Ave,302,40.67935962,-73.86335192,Saturday,8am-4pm,7/8/2017-11/18/2017,Yes,No,No,No,,,
2017,Harvest Home Coney Island Hospital Farmers' Market,Brooklyn,Ocean Pkwy bet Ave Z & Shore Pkwy,313,40.68821896,-73.96582192,Tuesday,8am-6pm,6/6/2017-11/21/2017,Yes,No,No,No,,,
2017,Harvest Home Kings County Hospital Farmers' Market,Brooklyn,Clarkson Ave bet E 37th and E 38th Sts,317,40.58656038,-73.96616917,Wednesday & Friday,8am-4pm,6/14/2017-11/22/2017,Yes,No,No,No,,,
2017,Harvest Home Marcy Park Farmers' Market,Brooklyn,Myrtle & Marcy Aves,302,40.65583545,-73.94335635,Wednesday,8am-6pm,6/7/2017-11/22/2017,Yes,No,No,No,,,
2017,Hattie Carthan After Church Farmers' Market,Brooklyn,49 Van Buren St bet Tompkins & Throop Aves,303,40.69538491,-73.94920807,Thursday,8am-4pm,7/6/2017-11/23/2017,Yes,No,No,No,,,
2017,Hattie Carthan Community Farmers' Market,Brooklyn,Marcy Ave & Clifton Pl,303,40.6900437,-73.94355807,Sunday,1pm-6pm,7/30/2017-11/19/2017,Yes,No,No,No,,,
2017,High School for Public Service Youth Farm Farmers' Market,Brooklyn,600 Kingston Ave bet Rutland Rd & Winthrop St,309,40.68951881,-73.94804063,Saturday,9am-3pm,7/22/2017-11/18/2017,Yes,No,No,No,,,
2017,Irving Square Park Youthmarket ,Brooklyn,Wilson Ave & Halsey St,304,40.65890092,-73.94245989,Wednesday,2:30pm-6:30pm,6/21/2017-10/25/2017,Yes,No,No,No,,,
2017,Isabahlia Farm Stand,Brooklyn,Rockaway & Sutter Aves,316,40.691594,-73.909549,Friday,12pm-5pm,9/1/2017-10/27/2017,Yes,No,No,No,,,
2017,Isabahlia Farmers' Market,Brooklyn,Livonia Ave bet Powell & Junius Sts,316,40.66716393,-73.91009357,Friday,11am-4pm,6/23/2017-10/27/2017,Yes,No,No,No,,,
2017,Isabahlia Farm Stand Winter Market ,Brooklyn,"New Lots Ave & Sackman St, inside greenhouse",316,40.65792927,-73.90188848,Saturday,8am-1pm,11/4/2017-12/16/2017,Yes,No,No,No,,,
2017,Kensington Youthmarket,Brooklyn,Ft. Hamilton Pkwy bet E 4th & E 5th Sts,312,40.66366549,-73.90145111,Saturday,8am-3pm,6/24/2017-10/28/2017,Yes,No,No,No,,,
2017,Malcolm X Blvd Farmers' Market,Brooklyn,Malcolm X Blvd bet Marion & Chauncey Sts,303,40.64917445,-73.97660258,Saturday,8am-3pm,6/3/2017-12/23/2017,Yes,No,No,No,,,
2017,Marcus Garvey Apartments Farm Stand,Brooklyn,"300 Chester St. Brooklyn, NY",316,40.68051375,-73.92857127,Saturday ,8am-3pm,mid July-October,Yes,No,No,No,,,
2017,Marcy Plaza Community Farmers' Market,Brooklyn,Fulton St & Marcy Ave,303,40.66448525,-73.91038554,Tuesday & Saturday,1pm-6pm,6/15/2017-11/15/2017,Yes,No,No,No,,,
2017,McCarren Park Greenmarket,Brooklyn,Union between Driggs and N12th St,301,40.68013369,-73.9459251,Wednesday,11:30am-6:30pm,7/12/2017-11/22/2017,Yes,No,Yes,No,,,
2017,McGolrick Park's Down to Earth Farmers' Market,Brooklyn,"Russell St & Nassau Ave, center of park",301,40.71922733,-73.95247994,Saturday,8am-3pm,Year-round,Yes,Yes,No,No,,,
2017,NYC Health + Hospital East New York Farmacy,Brooklyn,2094 Pitkin Ave,305,40.72562454,-73.94449844,Sunday,10am-4pm,5/7/2017-11/19/2017,Yes,No,No,No,,,
2017,Park Slope's Down to Earth Farmers' Market,Brooklyn,5th Ave & 4th St,306,40.671927,-73.895359,Monday & Wedneday,10am-3pm,6/15/2017-11/15/2017,Yes,No,Yes,No,,,
2017,Parkside Plaza Greenmarket,Brooklyn,Parkside Ave. and Ocean Ave.,314,40.67220165,-73.98378638,Wednesday & Sunday ,"Wed: 3pm-7pm
Sun: 10am-5pm,
(year round Sunday closes at 4)","5/17/2017-11/15/2017;
5/7/2017-12/24/2017",Yes,No,No,No,,,
2017,Pitkin Verde Farmers' Market,Brooklyn,2094 Pitkin Ave at Pennsylvania Ave,305,40.65489064,-73.96188178,Sunday,8am - 4pm,6/11/2017-11/19/2017,Yes,No,No,Yes,,,
2017,Project EATS Farmacy at the Brownsville Neighborhood Health Action Center,Brooklyn,259 Bristol St.,316,40.67198493,-73.89524914,Tuesday,9am-5pm,7/11/2017-11/21/2017,Yes,No,No,No,,,
2017,Putnam Triangle Youthmarket,Brooklyn,966 Fulton St,302,40.664677,-73.91135,Tuesday & Thursday,10am-3pm,6/15/2017-11/15/2017,Yes,No,Yes,No,,,
2017,RB Bushwick Farmers Market at Maria Hernandez Park ,Brooklyn,Knickerbocker Ave & Starr St ,304,40.682312,-73.962203,Wednesday,9am-2pm,9/6/2017-10/25/2017,Yes,No,No,No,,,
2017,RB Farmers Night Market ,Brooklyn,434 Troutman Street,304,40.70281849,-73.9253916,Saturday ,10am-4pm,5/20/2017-mid Nov,Yes,No,Yes,No,,,
2017,RB Farmers Market at Rheingold ,Brooklyn,555 Bushwick Ave ,304,40.70742,-73.922045,Friday,5pm-10pm,5/19/2017-11/2017,Yes,No,No,No,,,
2017,RB Youth Center Bushwick Farmers Market ,Brooklyn,1474 Gates Avenue,304,40.699668,-73.935453,Sunday,10am-4pm,5/21/2017- 11/2017,Yes,No,Yes,No,,,
2017,Red Hook Farm Stand,Brooklyn,580 Columbia St,306,40.697557,-73.914043,Thursday,4pm-7pm,5/18/2017-11/2017,Yes,No,No,No,,,
2017,Restoration Plaza Farm Stand,Brooklyn,Fulton St & Marcy Ave,303,40.6722352,-74.01100736,Saturday,10am-3pm,6/17/2017-11/18/2017,Yes,No,Yes,No,,,
2017,Saratoga Youth Market,Brooklyn,Saratoga Ave & Fulton St,303,40.67858414,-73.91630091,Saturday,10am-2pm,6/24/2017-11/25/2017,Yes,No,Yes,No,,,
2017,South Williamsburg Greenmarket,Brooklyn,Taylor St. and Lee Ave.,301,40.70700548,-73.96136506,Thursday ,8am - 4pm,7/6/2017-11/21/2017,Yes,No,Yes,No,,,
2017,Sunset Park Greenmarket,Brooklyn,59 St. & 4 Ave.,307,40.64084493,-74.01843209,Saturday,8am - 3pm, 7/1/2017-11/18/2017,Yes,No,Yes,No,,,
2017,Urban Oasis Farmers' Market,Brooklyn,Clarkson & Troy Aves,309,40.65624918,-73.93668483,Wednesday,2pm-5:30pm,6/28/2017-11/15/2017,Yes,No,No,No,,,
2017,Woodhull Hospital Youthmarket,Brooklyn,Marcus Garvey Blvd and Broadway,301,40.700254,-73.94124,Wednesday,8am-3pm,7/5/2017-11/22/2017,Yes,No,No,No,,,
2017,125th Street FreshConnect Farmers' Market,Manhattan,125th St & Adam Clayton Powell Jr Blvd,110,40.80898137,-73.94832667,Tuesday,10am-7pm,6/13/2017-11/21/2017,Yes,No,No,No,,,
2017,175th Street Greenmarket,Manhattan,175th St bet Wadsworth Ave & Broadway,112,40.84595574,-73.93781267,Thursday ,8am-5pm,6/29/2017-11/30/2017,Yes,No,Yes,No,,,
2017,57th Street Greenmarket,Manhattan,57th St & 9th Ave,104,40.76792538,-73.98571616,Wednesday & Saturday ,8am-5pm,5/17/2017-12/23/2017,Yes,No,No,No,,,
2017,79th Street Greenmarket,Manhattan,Columbus Ave bet 78th & 81st Sts,107,40.78325007,-73.97454056,Sunday,9am-5pm,Year-round,Yes,Yes,No,No,,,
2017,82nd Street Greenmarket,Manhattan,82nd St bet 1st and York Aves ,108,40.77344836,-73.94895357,Saturday,9am-2:30pm,Year-round,Yes,Yes,No,No,,,
2017,92nd Street Greenmarket,Manhattan,92nd St & 1st Ave,108,40.78132447,-73.94613107,Sunday ,9am-4pm,6/25/2017-11/19/2017,Yes,No,No,No,,,
2017,97th Street Greenmarket,Manhattan,97th St bet Columbus & Amsterdam Aves,107,40.79474389,-73.96987361,Friday ,8am-2pm,Year-round,Yes,Yes,Yes,No,,,
2017,Abingdon Square Greenmarket,Manhattan,W. 12th St. & 8th Ave.,102,40.73755554,-74.0048296,Saturday ,8am-2pm,Year-round,Yes,Yes,No,No,,,
2017,Bowling Green Greenmarket,Manhattan,Broadway & Battery Pl.,101,40.70455726,-74.01429119,Tuesday & Thursday,8am-5pm,Year-round,Yes,Yes,No,No,,,
2017,Broadway French Market,Manhattan,Broadway bet 35th & 36th Sts,105,40.75099661,-73.98774302,"Wednesday, Thursday & Friday ",11am-6pm,4/5/2017-10/27/2017,No,No,No,No,,,
2017,Bryant Park French Market,Manhattan,6th ave. & 42nd st. ,105,40.75507,-73.984141,Wednesday & Friday,8am-3pm,4/12/2017-10/13/2017,No,No,No,No,,,
2017,Chelsea's Down to Earth Farmers' Market,Manhattan,23rd Street between 8th and 9th Aves,104,40.74530132,-73.99848932,Saturday,9am-4pm,5/6/2017-11/18/2017,Yes,No,No,No,,,
2017,Chenchita's Community Garden ,Manhattan,112th St & Madison Ave,111,40.79745827,-73.94670311,Saturday,9am-3pm,7/15/2017-11/18/2017,Yes,No,No,No,,,
2017,City Hall Greenmarket,Manhattan,Broadway & Chambers St.,101,40.71417288,-74.00631047,Tuesday & Friday ,8am-4pm,3/3/2017-12/22/2017,Yes,No,No,No,,,
2017,Columbia University Greenmarket,Manhattan,Broadway and W. 114th St.,109,40.80801018,-73.96390007,Thursday & Sunday,8am-5pm,Year-round,Yes,Yes,No,No,,,
2017,Dag Hammarskjold Plaza Greenmarket,Manhattan,E. 47th St. & Second Ave,106,40.75300739,-73.96988887,Wednesday,8am-4pm,Year-round,Yes,Yes,No,No,,,
2017,El Barrio Youth Marqueta,Manhattan,116th St & Park Ave,111,40.7993148,-73.94323426,Thursday & Saturday,10am-4pm,7/6/2017-11/18/2017,Yes,No,No,No,,,
2017,Fort Washington Greenmarket,Manhattan,168th St. and Fort Washington Ave.,112,40.84216213,-73.94227971,Tuesday,8am-4pm,6/6/2017-11/21/2017,Yes,No,No,No,,,
2017,Frederick Douglass House Farm Stand,Manhattan,"101st st. and Columbus Ave. New York, NY",107,40.796082,-73.965217,Saturday,9am-3pm,6/15/2017-11/15/2017,Yes,No,No,No,,,
2017,Gouverneur Health Youthmarket,Manhattan,Madison St bet Clinton & Jefferson Sts,103,40.71291247,-73.98692913,Thursday,8:30am-2pm,7/6/2017-11/16/2017,Yes,No,No,No,,,
2017,Grass Roots Farmers' Market,Manhattan,"145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",109,40.82326784,-73.94292478,Tuesday & Saturday,9am-4pm,7/4/2017-11/28/2017,Yes,No,Yes,No,,,
2017,Hamilton Heights Green Youthmarket,Manhattan,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",109,40.82394844,-73.94855352,Wednesday,10:30am-4:30pm,6/21/2017-11/22/2017,Yes,No,No,No,,,
2017,Harvest Home East Harlem Farmers' Market,Manhattan,104th St & 3rd Ave,111,40.79026109,-73.9456363,Thursday,8am-4pm,7/6/2017-11/23/2017,Yes,No,No,No,,,
2017,Harvest Home East River Farmers' market,Manhattan,1st Ave bet 108th & 109th Sts,111,40.79091383,-73.93913168,Saturday,8am-4pm,7/6/2017-11/23/2017,Yes,No,No,No,,,
2017,Harvest Home Harlem Hospital Farmers' Market,Manhattan,506 Lenox Ave between 135th & 137th Sts,110,40.81543807,-73.93997471,Friday,8am-7pm,Year-round,Yes,Yes,No,No,,,
2017,Harvest Home Lenox Ave Farmers' Market,Manhattan,Lenox Ave bet 117th & 118th Sts,110,40.80309427,-73.94897343,Saturday,8am-4pm,6/10/2017-11/18/2017,Yes,No,No,No,,,
2017,Harvest Home Metropolitan Farmers' Market,Manhattan,99th St & 3rd Ave,111,40.78712766,-73.94792473,Friday,8am-4pm,6/9/2017-11/17/2017,Yes,No,No,No,,,
2017,Harvest Home West Harlem Farmers' Market,Manhattan,Broadway bet 137th & 138th Sts,109,40.82138997,-73.95413402,Tuesday,8am-4pm,7/11/2017-11/21/2017,Yes,No,No,No,,,
2017,Hudson Yards Down to Earth Farmers' Market,Manhattan,Hudson Blvd East and W 34th Street ,104,40.755342,-74.000517,Thursday,12pm-6pm,6/8/2017-11/16/2017,Yes,No,No,No,,,
2017,Inwood Park Greenmarket,Manhattan,Isham St. between Seaman and Cooper,112,40.86900872,-73.92032044,Saturday ,8am-3pm,Year-round,Yes,Yes,No,No,,,
2017,Lower East Side Youthmarket,Manhattan,Grand Ave bet Pitt & Willet Sts,103,40.71521773,-73.98425929,Thursday,8am-3pm,6/1/2017-12/21/2017,Yes,No,No,No,,,
2017,Marcus Garvey Mart Farmers Market,Manhattan,W. 135th St. bet. 5th and Lenox Aves.,111,40.805901,-73.942783,Saturdays,8am-6pm,6/2/2017-12/30/2017,Yes,No,No,no,,,
2017,Morningside Park's Down to Earth Farmers' Market,Manhattan,110th St & Manhattan Ave,107,40.80116343,-73.95964893,Saturday ,9am-4pm,5/6/2017-12/30/2017,Yes,No,No,No,,,
2017,Mount Sinai Hospital Greenmarket,Manhattan,E. 99th St. betwen Madison Ave & Park Ave,111,40.78917731,-73.95274419,Wednesday,8am-5pm,6/14/2017-11/22/2017,Yes,No,No,No,,,
2017,Oculus Plaza Greenmarket,Manhattan,Church St at Fulton Street,101,40.711535,-74.010464,Tuesday,7am-7pm,6/20/2017-11/28/2017,Yes,No,No,No,,,
2017,PS 7 Farm Stand,Manhattan,"Lexington Ave & 119th St, in schoolyard",111,40.80056486,-73.94020642,Wednesday,2:15pm-4pm,"5/3/2017-6/21/2017;
9/13/2017-11/15/2017",Yes,No,No,No,,,
2017,PS 11 Farm Market,Manhattan,21st St bet 8th and 9th Aves,104,40.74521622,-74.00226784,Wednesday,8am-10am,6/7/2017-11/15/2017,Yes,No,No,No,,,
2017,PS 57 Youthmarket,Manhattan,115th street and 3rd Avenue,111,40.797169,-73.940872,Wednesday,9:00a.m.-4:00p.m.,7/5-11/22/2017,Yes,No,no,no,,,
2017,Rachel Mae's Market,Manhattan,Essex St bet Hester and Canal,103,40.715578,-73.989747,Saturday,10am-5pm,6/2017-12/2017,No,No,No,No,,,
2017,Rockefeller Center Greenmarket,Manhattan,Rockefeller Plaza between W. 50th St. & W. 51st St,105,40.75907246,-73.97845183,"Wednesday, Thursday & Friday ",8am-5pm ,7/26/2017 - 9/1/2017,Yes,No,No,No,,,
2017,St. Mark's Church Greenmarket,Manhattan,E 10th St & 2nd Ave,103,40.72978449,-73.98681036,Tuesday,8am-6pm ,6/6/2017-11/21/2017,Yes,No,No,No,,,
2017,Staten Island Ferry Whitehall Terminal Greenmarket,Manhattan,4 South St. (inside terminal),101,40.70164259,-74.01186697,Tuesday & Friday ,8am-7pm,Year-round ,Yes,Yes,No,No,,,
2017,Stuyvesant Town Greenmarket,Manhattan,"14th St. Loop & Ave. A (in the Oval), 10009",103,40.73045054,-73.98034091,Sunday,9:30am-4pm,5/21/2017-11/19/2017,Yes,No,No,No,,,
2017,Sugar Hill Greenmarket,Manhattan,W 155th St. and St. Nicholas Ave.,109,40.83090012,-73.94136802,Saturday ,8am-4pm,6/24/2017-11/18/2017,Yes,No,No,No,,,
2017,Tompkins Square Greenmarket,Manhattan,E. 7th St. & Ave. A,103,40.72606217,-73.98353516,Sunday,9am-6pm,Year-round,Yes,Yes,No,No,,,
2017,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts,101,40.7163107,-74.01096775,Wednesday & Saturday ,8am-3pm,"4/5/2017-12/20/2017
Year-round on Saturday",Yes,No,No,No,,,
2017,Tucker Square Greenmarket,Manhattan,W. 66th St. and Columbus Ave,107,40.77360915,-73.98157377,Thursday & Saturday ,8am-5pm,Year-round,Yes,Yes,No,No,,,
2017,Union Square Greenmarket,Manhattan,"E. 17th St. & Broadway, 10003",105,40.73714078,-73.99033077,"Monday, Wednesday, Friday & Saturday",8am-6pm,Year-round,Yes,Yes,No,No,,,
2017,Water Street Greenmarket,Manhattan,Water Street and Coenties Slip,101,40.70327588,-74.01034887,Thursday,8am-6pm,6/1/2017-11/16/2017,Yes,No,No,No,,,
2017,Astoria Greenmarket,Queens,14th St. between 31st Ave. & 31st Rd.,401,40.76826578,-73.93202594,Wednesday,8am-3pm,7/5/2017 - 11/22/2017,Yes,No,No,No,,,
2017,Corona Greenmarket,Queens,Roosevelt Ave. & 104th St.,404,40.74987737,-73.86272726,Friday,8am-3pm,7/7/2017-11/17/2017,Yes,No,No,No,,,
2017,Cunningham Park's Down to Earth Farmers' Market,Queens,Union Turnpike & 196 Pl,408,40.731315,-73.774049,Sunday,9am-2pm,5/28/2017-11/19/2017,Yes,No,No,No,,,
2017,Ditmars Park Youthmarket,Queens,Steinway St bet Ditmars Blvd & 23rd Ave,401,40.77286145,-73.90606247,Saturday,8am-3pm,6/3/2017-11/18/2017,Yes,No,No,No,,,
2017,Elmhurst Hospital Greenmarket,Queens,"41st Ave., 80th St. & 81st St.",404,40.74589948,-73.88456233,Tuesday,8am-4pm,6/6/2017- 11/21/2017,Yes,No,No,No,,,
2017,Far Rockaway Youth Market (previously BSCAH Edgemere Farm),Queens,Beach 45th St & Beach Channel Dr ,414,40.59562006,-73.77655262,Saturday,10am-2pm,6/24/2017-11/25/2017,Yes,No,No,No,,,
2017,Flushing Greenmarket,Queens,Kissena Blvd and Maple Ave (Maple Playground),407,40.755925,-73.826093,Wednesday,8am-4pm,7/5/2017-11/22/2017,Yes,No,No,No,,,
2017,Forest Hills Greenmarket,Queens,70th Ave. & Queens Blvd.,406,40.72188853,-73.84638618,Sunday,8am-2pm,Year-round,Yes,Yes,No,No,,,
2017,Jackson Heights Greenmarket,Queens,34th Ave. between 77th St. and 78th St.,403,40.75334737,-73.88875792,Sunday,8am-2pm,Year-round,Yes,Yes,Yes,No,,,
2017,Jamaica's Down to Earth Farmers' Market - Friday market,Queens,Parsons Blvd bet Jamaica and Archer Aves,412,40.70248213,-73.79992225,Friday,8:30am-4pm,6/16/2017-11/17/2017,Yes,No,Yes,No,,,
2017,Jamaica's Down to Earth Farmers' Market - Saturday market,Queens,160th St & Jamaica Ave,412,40.70375985,-73.7991502,Saturday,8:30am-4pm,6/17/2017-11/18/2017,Yes,No,Yes,No,,,
2017,Pomonok Community-Run Farmers' Market,Queens,67-09 Kissena Blvd,408,40.73504052,-73.81466206,Wednesday,9am-5pm,7/5/2017-11/22/2017,Yes,No,No,No,,,
2017,Queens Botanical Garden's Down to Earth Farmers' Market,Queens,82 Dahllia Avenue,407,40.75186765,-73.82636341,Friday,8:30am-4pm,6/16/2017-11/17/2017,Yes,No,No,No,,,
